seriesuid,coordX,coordY,coordZ,probability
1.3.6.1.4.1.14519.5.2.1.6279.6001.310626494937915759224334597176,-58.96,-7,-141.265,5.87723e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.868211851413924881662621747734,-103.1,8.5,-179.75,4.18196e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.280972147860943609388015648430,-96.67029433,107.073788,-77.60000022,6.27017e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.129055977637338639741695800950,107.19,-211.02,963.7,0.00074975
1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354,-15.58,-182.52,-292.49,5.73906e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991,18.34448148,55.71031504,-235.2292375,0.00331138
1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260,-70.16282682,48.04685333,-180.3655084,3.55292e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196,-27.41702454,53.91181814,-187.6844818,1.202e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720,-115.3499325,-46.72558119,-254.706892,1.05694e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762,-90.98442719,230.3051316,-702.1173355,1.34335e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,-51.78125807,98.86313823,-478.5837795,4.31133e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663,-22.06,106.43,-206.99,5.66561e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987,54.4,79.08,-188.25,9.07317e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.805925269324902055566754756843,49.42452396,88.41870495,-175.8698279,0.000359724
1.3.6.1.4.1.14519.5.2.1.6279.6001.832260670372728970918746541371,-65.88,-56.77,-204.44,3.98427e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410,101.92,-163.94,-278.99,0.000937982
1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492,-7,31.5,-84.75,4.95747e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,4.9,76,-252,6.34499e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.194465340552956447447896167830,100.2627447,48.64064114,-139.440345,6.92711e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484,30.04,-122.93,-175.82,2.02333e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.832260670372728970918746541371,77.02318502,6.464932295,-224.1918183,8.64935e-10
1.3.6.1.4.1.14519.5.2.1.6279.6001.868211851413924881662621747734,107.49,32.23,-209.53,2.16829e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345,-82.81,197.48,-526.01,3.79674e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493,-84.43,55.48,-236.2,2.65682e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.905371958588660410240398317235,67.4,23.37,-132.29,4.55769e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.898642529028521482602829374444,-37.24,162.045,-538.62,4.80371e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,-90.00089286,62.21428571,-186.6846429,2.16211e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.280972147860943609388015648430,83.13160668,-37.66093814,-106.1120692,6.77668e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.397062004302272014259317520874,36.48,158.85,-593.11,0.000117615
1.3.6.1.4.1.14519.5.2.1.6279.6001.231645134739451754302647733304,-35.05,51.77,-129.1,1.54696e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991,-81.55963437,-76.29571132,-222.1564105,2.14883e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991,-122.03,14.39,-226.76,1.45756e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,49.75536601,137.8935249,-416.5149618,5.60897e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410,58.89,-205.4,-254.07,9.2627e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411,66.16,-89.74,-192.1,0.00872856
1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686,80.12,212.295,-544.25,1.51835e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991,-64.235,-35.88,-108.075,1.72826e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987,2.4,83.57,-35.52,8.17482e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565,-39.18,-96.87,-162.12,5.12469e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767,95.975,9.105,-104.035,1.35055e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.397062004302272014259317520874,-39.17,174.26,-723.67,5.06025e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.227962600322799211676960828223,-74.67,38.86,-201.08,1.80079e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952,-83.76482602,135.6841288,-402.9854841,1.56057e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321,-51.3788321,48.38847708,-156.25715,8.54913e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720,56.2,-52.49,-236.02,5.18813e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,-98.83751873,-70.82092244,-212.4429632,1.7175e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718,-70.97875163,13.29589573,-136.9838974,2.02877e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.310626494937915759224334597176,-52.63385141,57.68467555,-133.6280308,6.45186e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.310548927038333190233889983845,-19.49,32.22,-70.43,1.28063e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,59.71,46.95,-131.28,0.00079034
1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,44.97719979,62.04559979,-250.1857145,3.54205e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.310626494937915759224334597176,72.8,39.95,-185.27,9.39379e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686,-64.08,205.78,-576.11,3.19552e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,35.75756048,22.90050403,-96.36988599,4.57634e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,52.79,92.47,-445.82,1.16737e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718,58.15384523,3.020491601,-59.3000002,0.00015467
1.3.6.1.4.1.14519.5.2.1.6279.6001.129055977637338639741695800950,-48.3,-129.965,1109.13,3.03722e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987,64.71,44.9,-28.14,6.70093e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,17.77,116.29,-412.14,7.78325e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.564534197011295112247542153557,61.05782093,6.404238516,-134.3536387,1.54547e-10
1.3.6.1.4.1.14519.5.2.1.6279.6001.657775098760536289051744981056,-25.43090075,12.49399477,-160.16852,3.73795e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.564534197011295112247542153557,-26.85030459,59.69559799,-124.216375,1.91782e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,72.29,184.45,-478.38,2.75281e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762,15.23173727,267.2662287,-877.0463858,4.51997e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145,-95.16,-5.29,80.84,1.19105e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718,95.66111797,-66.29531777,-170.8062698,0.00039914
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,55.82951448,49.16829302,-169.6462947,1.05921e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.397062004302272014259317520874,44.46105005,204.7142238,-638.072951,1.02741e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.293757615532132808762625441831,-29.95,-67.18,-151.5,0.00300416
1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,-107.23,-79.17,-174.71,1.2481e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.832260670372728970918746541371,-91.54,45.49,-138.22,2.88192e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.832260670372728970918746541371,-26.63,-63.39,-180.64,7.08452e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,126.6147952,-52.79942628,-195.0531356,0.000170014
1.3.6.1.4.1.14519.5.2.1.6279.6001.805925269324902055566754756843,18.33,-77.33,-219.42,6.1166e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,41.45,197.76,-583.64,0.000701423
1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987,96.31,52.26,-69.43,6.72305e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231,66.60285723,-104.7737449,-269.89383,3.94069e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260,-35.63090023,-42.4830002,-134.6676002,0.00189945
1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991,55.10430649,-13.15143954,-163.9138015,1.42748e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484,-101.44,-166.31,-122.77,0.00193398
1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,-61.53,26.62,-66.98,2.59148e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.752756872840730509471096155114,-106.7641237,26.90553457,-180.5479433,1.71205e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484,-54.735,-213.755,-240.195,3.3563e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.905371958588660410240398317235,-33.46524565,8.95027614,-53.93578618,5.90281e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,-91.97,-50.44,-186.31,7.68565e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896,49.7249747,-14.27853435,-94.56231683,1.16786e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526,-115.2197892,54.18535117,-190.7191745,0.0467111
1.3.6.1.4.1.14519.5.2.1.6279.6001.826812708000318290301835871780,30.32295053,-74.54839939,-124.7442988,0.0236133
1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565,-66.83852178,-72.55652775,-149.9727547,6.43883e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.511347030803753100045216493273,58.13,-21.89,-188.88,3.37222e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492,-24.02778391,8.133887221,-187.1950013,1.97884e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,30.41,55,-68.02,1.08862e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,-22.89,113.63,-539.57,1.02405e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768,-77.39,-136.9,-184.83,0.00606348
1.3.6.1.4.1.14519.5.2.1.6279.6001.129055977637338639741695800950,20.79,-112.27,1050.5,0.000228907
1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896,-106.41,12.39,-200.42,0.000397825
1.3.6.1.4.1.14519.5.2.1.6279.6001.752756872840730509471096155114,-68.73,46.52,-146.57,5.33687e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484,-80.12,-135.62,-218.2,2.15149e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.868211851413924881662621747734,-94.50153547,10.98442561,-145.7304294,3.14038e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526,124.5109693,16.21092169,-193.6825193,0.000300883
1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762,53.46186951,190.0665755,-770.3000003,1.79222e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,-92.19,168.12,-499.86,9.22119e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411,67.75,-98.88,-128.99,9.92619e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.417815314896088956784723476543,-136.98,156.42,-734.63,0.000221212
1.3.6.1.4.1.14519.5.2.1.6279.6001.293757615532132808762625441831,-52.62120054,86.9873672,-104.0856452,4.42417e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196,-76.44942447,78.21739801,-151.3846156,9.98724e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733,101.188964,3.178774424,-180.6787712,7.02473e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411,-8.14,-216.14,-136.2,0.91447
1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354,-14.37,-223.82,-132.49,1.91196e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762,-36.12,220.52,-792.06,0.00166883
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,47.03,64.925,-179.015,4.52448e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488,-64.43116812,2.044612121,-109.6851854,7.27036e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.293757615532132808762625441831,-33.57,79.45,-135.69,1.41363e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720,-78.19,41.3,-143.72,3.71507e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.905371958588660410240398317235,98.44206038,33.59793014,-127.3381005,0.338871
1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,-54.07,155.32,1648.92,3.50257e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488,-66.51181761,-49.69526977,-218.0623191,2.60303e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843,-18.4,14.89,-229.17,4.68041e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.238522526736091851696274044574,77.09,-165.38,-172.62,6.87653e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718,81.19134165,-1.461784042,-111.2165448,1.08746e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484,-41.59,-198.47,-192.05,6.92439e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.511347030803753100045216493273,-35.71,-84.93,-121.3,2.14154e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411,28.71,-85.19,-166.35,1.35627e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.144438612068946916340281098509,-83.22869252,84.23060747,-200.2657694,3.50124e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732,-96.16056861,7.374421641,-144.6481251,1.53039e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.975254950136384517744116790879,-75.68220511,40.88884332,-60.28263825,9.54034e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410,-132.62,-160.1,-350.83,0.000715072
1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526,-57.71966688,-31.79936412,-176.368189,2.25787e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411,-121.28,-142.54,-255.49,2.25836e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196,-66.3523066,-30.59037159,-112.5583821,3.23604e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.905371958588660410240398317235,50.46245748,50.25123299,-167.7634742,3.86244e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.231645134739451754302647733304,144.1779998,6.812749785,-187.0616669,6.77928e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410,-119.01,-139.75,-237.99,0.00163752
1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345,33.11,166,-476.17,6.15425e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733,-121.0280002,27.13483312,-291.4000002,2.61681e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,113.7984687,222.1564518,-352.6064974,8.81715e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.129055977637338639741695800950,120.77,-178.31,1000.1,2.52221e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686,-68.81279582,129.9688853,-511.6015421,2.4529e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767,67.05,47.43,-194.95,1.51564e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111,50.97,39.87,-71.48,0.00180974
1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281,-68.465,24.415,-172.88,4.39815e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991,95.24693128,-23.50907575,-142.1034967,1.73599e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762,-34.03404182,233.8573452,-704.9054973,2.18793e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.397062004302272014259317520874,-124.06083,190.7409998,-732.3340428,1.1453e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,-76.99261421,-47.69391254,-133.6333739,1.95209e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410,-7.94,-150.2,-197.2,0.664287
1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111,31.34,31.67,-76.87,1.37549e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.905371958588660410240398317235,-114.0684914,62.39945241,-295.3798248,0.000128654
1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326,32.87,-168.13,-148.2,1.02163e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.898642529028521482602829374444,-41.78972674,133.3777662,-512.9043459,0.000115282
1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,-136.8879537,153.3671161,-513.6848839,4.79954e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281,3.5,-60.5,-124.13,9.03962e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.238522526736091851696274044574,59.57,-170.99,-195.8,2.20614e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.832260670372728970918746541371,-108.6345615,52.39544883,-235.3643652,5.47804e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.826812708000318290301835871780,-63.32827975,90.23578125,-196.8812518,8.67677e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733,124.6339229,34.64573056,-233.8307694,1.36088e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896,-65.5,-16.05,-94.1,0.000679667
1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281,-20.5,55.78,-51.45,1.40385e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843,55.00913646,-75.93902617,-219.3342458,0.78553
1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492,-45.26730662,22.00525676,-167.1455519,5.39564e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.231645134739451754302647733304,-14.72,-35.82,-42.04,4.80745e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963,77.94,-136.05,-205.12,1.34021e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345,-84.61092524,186.287885,-656.9982051,3.1651e-11
1.3.6.1.4.1.14519.5.2.1.6279.6001.826812708000318290301835871780,113.25,24.77,-160.1,3.72526e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896,-10.41,30.84,-149.45,4.25424e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.272042302501586336192628818865,-8.33,70.69,-695.76,1.10779e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,-25.73,200.04,-609.445,3.55727e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410,-113.28,-113.64,-296.49,2.50617e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.137763212752154081977261297097,73.21,110.92,-456.8,3.41343e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526,38.3873985,41.81680022,-149.1820526,8.73934e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,61.63,-1.55,-155.45,2.77136e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517,46.4,-61.15,-98.12,2.71023e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526,84.09,66.19,-177.28,5.60041e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565,85.04479433,-166.2886112,-244.318889,1.50202e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.564534197011295112247542153557,-52.11691235,-30.78072952,-83.27500023,0.000109097
1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663,-36.51,4.1,-134.97,1.1086e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963,61.84,-135.35,-140.47,7.88272e-11
1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,43.05539272,132.3727069,-385.1550507,2.83516e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.126121460017257137098781143514,-26.34825529,-34.65418614,-209.6171309,6.47272e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975,-101.76,83.465,-196.655,6.4471e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.310626494937915759224334597176,88.09240943,40.04878534,-244.5938557,8.26678e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,-62,162.92,1743.2,4.29483e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484,21.86116559,-194.1011237,-136.6496916,3.14612e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768,61.32969978,-155.8674213,-208.7710529,5.72361e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.640729228179368154416184318668,-63.59,-137.79,-218.89,3.6041e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975,84.38497389,30.89688867,-177.4755558,5.92127e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,21.11839925,147.391908,1780.352848,3.7718e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,40,19,-226.5,1.91874e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.832260670372728970918746541371,-26.45,-34.83,-119.75,5.18906e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.126121460017257137098781143514,33.16,52.67,-58.78,5.03711e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,-66.06039742,-4.032827319,-146.1719628,0.00127704
1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762,23.45,256.27,-854.51,1.59629e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484,14.7,-148.75,-79.15,1.18233e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.752756872840730509471096155114,-53.49624099,110.9693396,-199.1126216,0.000350445
1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,100.058587,46.79924608,-407.1984854,0.00152995
1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565,-51.56062954,-67.24008872,-146.5719035,1.83124e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.898642529028521482602829374444,93.12,202.84,-579.56,2.80409e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231,95.01,-117.99,-252.93,5.85899e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345,-36.88767785,187.3943052,-648.9127358,0.00410475
1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074,-6.701361686,214.4613117,-635.0764222,0.00112644
1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074,107.9253627,255.3151479,-764.9796298,8.74172e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686,-34.7317574,165.9095931,-433.8432724,0.00120716
1.3.6.1.4.1.14519.5.2.1.6279.6001.805925269324902055566754756843,-49,-77.28,-247.08,4.12033e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.417815314896088956784723476543,-5.25,114.59,-642.4,3.34941e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493,86.86,28.27,-136.05,1.41779e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,-108.9463071,1.414329487,-144.7804458,1.79481e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718,96.73593412,75.74877229,-148.8275083,1.30164e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231,68.87,-144.13,-216.7,3.73161e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196,-67.24672997,20.70400903,-164.18843,1.29755e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.905371958588660410240398317235,111.9652238,-51.08027531,-244.2662463,1.43899e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.303421828981831854739626597495,-117.45,80.48,1542.63,0.644701
1.3.6.1.4.1.14519.5.2.1.6279.6001.293757615532132808762625441831,66.86019776,67.60374456,-131.5849574,3.87296e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410,-34.28748166,-155.4504546,-257.3693324,0.000138476
1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326,50.31,-170.45,-153.58,1.2055e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.832260670372728970918746541371,-60.23,56.42,-84.12,0.000235958
1.3.6.1.4.1.14519.5.2.1.6279.6001.832260670372728970918746541371,-125.44,31.88,-236.28,8.94531e-12
1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145,30.90457478,37.77842201,133.675347,0.000342317
1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565,60.71117276,-89.63621644,-124.348311,2.95375e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.302134342469412607966016057827,61.17,-48.51,-65.69,1.09137e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767,73.28907242,73.33567581,-106.7738346,1.28099e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.805925269324902055566754756843,-144.875,-33.76,-275.335,1.05072e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748,-54.32,20.71,-102.97,1.71977e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281,-136.84,52.31,-193.65,5.50017e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145,-28.25230021,16.7767298,140.5639998,1.05864e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,-31.5196875,57.6490625,-174.68,8.17073e-09
